日経会社コード,企業名称,決算種別,連結基準,決算月数,上場コード,連結子会社数,流動資産,資産合計,流動負債,負債合計,純資産,売上高,売上原価,販管費,親会社利益,税金等調整前当期純利益,営業活動によるキャッシュフロー,投資活動によるキャッシュフロー,財務活動によるキャッシュフロー,現金及び現金同等物の期末残高,広告宣伝費,従業員数,期末従業員数,発行済株式数,年度,決算月,大分類,中分類,小分類
0032785,セイファート,10,1,12,12,1,1549,1879,1101,1378,500,2284,849,1169,145,231,234,-42,-639,1123,0,502,140,900000,2021,12,2,サービス業,704
0032785,セイファート,10,1,12,12,1,1459,1814,573,776,1037,2241,777,1229,149,207,164,-89,-172,1037,0,501,141,1320800,2022,12,2,サービス業,704
0032787,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ,10,0,12,13,0,295,316,121,235,81,699,457,222,13,12,21,-1,44,159,0,39,93,1480,2019,12,2,サービス業,704
0032787,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ,10,0,12,13,0,305,337,145,229,108,766,474,274,27,20,12,-3,-43,124,0,36,122,1480,2020,12,2,サービス業,704
0032787,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ,10,0,12,13,0,450,474,182,244,229,1122,666,310,100,148,101,-24,-18,182,0,60,154,1316000,2021,12,2,サービス業,704
0032787,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ,10,0,12,13,0,756,784,199,239,544,1385,838,391,108,148,87,9,171,451,0,69,187,1414000,2022,12,2,サービス業,704
0032790,ライトワークス,10,1,12,13,2,491,704,388,469,234,1217,657,645,-25,-36,28,5,83,276,0,162,71,2970,2020,01,2,サービス業,704
0032790,ライトワークス,10,1,12,13,2,570,802,500,561,240,1757,1141,586,18,25,164,-85,-38,318,0,209,96,2970,2021,01,2,サービス業,704
0032790,ライトワークス,10,1,12,13,2,647,1026,624,666,360,2219,1388,664,121,164,372,-217,-26,450,0,254,114,2376000,2022,01,2,サービス業,704
0032790,ライトワークス,10,1,12,13,2,1097,1686,819,852,833,2640,1633,804,138,207,469,-342,309,890,0,300,134,2471800,2023,01,2,サービス業,704
0032792,エッジテクノロジー,10,0,12,13,0,493,532,324,434,98,1578,1085,432,48,62,-15,1,-118,273,49,169,58,1000000,2020,04,2,サービス業,704
0032792,エッジテクノロジー,10,0,12,13,0,421,427,231,304,122,1466,954,475,23,35,13,-3,-93,189,47,199,63,1000000,2021,04,2,サービス業,704
0032792,エッジテクノロジー,10,0,12,13,0,842,858,392,426,431,2162,1451,500,137,200,227,29,124,570,43,226,66,10544000,2022,04,2,サービス業,704
0032792,エッジテクノロジー,10,0,12,13,0,912,925,301,319,606,2663,1823,594,171,245,116,-2,-38,646,60,266,83,10682420,2023,04,2,サービス業,704
0032794,ＣａＳｙ,10,0,12,13,0,249,283,113,113,169,806,524,493,-210,-210,-231,-1,0,155,65,144,25,48238,2019,11,2,サービス業,704
0032794,ＣａＳｙ,10,0,12,13,0,226,255,136,206,49,965,627,458,-120,-120,-53,-3,70,169,47,152,26,48238,2020,11,2,サービス業,704
0032794,ＣａＳｙ,10,0,12,13,0,232,270,147,217,52,1165,758,407,3,-5,6,-5,0,169,0,130,23,1767000,2021,11,2,サービス業,704
0032794,ＣａＳｙ,10,0,12,13,0,400,443,154,224,218,1335,864,437,9,22,35,-17,139,327,0,114,21,1892000,2022,11,2,サービス業,704
0032796,ＢｅｅＸ,10,0,12,13,0,1359,1501,1018,1018,482,2841,2297,405,88,129,33,-116,297,451,0,118,97,6458,2020,02,2,サービス業,704
0032796,ＢｅｅＸ,10,0,12,13,0,1696,1940,1209,1211,729,4060,3227,500,246,329,58,-107,100,502,0,137,115,6458,2021,02,2,サービス業,704
0032796,ＢｅｅＸ,10,0,12,13,0,2327,2591,1318,1318,1273,4354,3532,547,190,260,237,-68,348,1020,0,205,125,2177400,2022,02,2,サービス業,704
0032796,ＢｅｅＸ,10,0,12,13,0,3039,3329,1680,1680,1649,5759,4707,648,299,409,335,-56,-136,1163,0,240,140,2224600,2023,02,2,サービス業,704
0032797,マーキュリーリアルテックイノベ,10,0,12,13,0,475,592,334,454,137,1341,634,662,48,59,79,108,-76,225,0,189,51,24000,2020,02,2,サービス業,704
0032797,マーキュリーリアルテックイノベ,10,0,12,13,0,443,607,293,424,182,1254,572,619,43,62,97,-59,-39,224,0,229,53,24000,2021,02,2,サービス業,704
0032797,マーキュリーリアルテックイノベ,10,0,12,13,0,845,1039,306,334,705,1372,658,511,131,194,221,-63,248,631,0,210,50,2735000,2022,02,2,サービス業,704
0032797,マーキュリーリアルテックイノベ,10,0,12,13,0,695,968,243,259,709,1414,745,530,92,142,107,-122,-136,479,0,180,55,2744000,2023,02,2,サービス業,704
0032799,トリプルアイズ,10,1,12,13,2,807,927,387,522,404,1791,1458,507,-260,-259,-134,-137,539,550,0,157,203,31054,2020,08,2,サービス業,704
0032799,トリプルアイズ,10,1,12,13,2,985,1113,523,671,442,2122,1580,481,38,61,164,-126,28,617,0,194,201,31054,2021,08,2,サービス業,704
0032799,トリプルアイズ,10,1,12,13,2,1484,1788,481,630,1157,2424,1731,560,112,105,34,-192,621,1079,0,216,224,6949000,2022,08,2,サービス業,704
0032807,メンタルヘルステクノロジーズ,10,1,12,13,1,189,227,152,181,46,646,307,564,-226,-225,-166,-2,116,106,100,265,51,3201,2019,12,2,サービス業,704
0032807,メンタルヘルステクノロジーズ,10,1,12,13,1,316,374,204,376,-2,947,495,597,-149,-147,-119,0,203,188,147,233,44,3201,2020,12,2,サービス業,704
0032807,メンタルヘルステクノロジーズ,10,1,12,13,1,580,663,270,416,247,1453,683,631,161,136,202,-20,53,423,101,286,58,9566000,2021,12,2,サービス業,704
0032807,メンタルヘルステクノロジーズ,10,1,12,13,3,990,1296,506,640,655,2288,858,1059,265,397,377,-260,118,659,187,331,92,9835300,2022,12,2,サービス業,704
0032808,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,10,3,12,13,0,7705,11478,3185,11888,-409,11080,7220,4524,-1151,-1045,5,-725,2322,4303,0,0,781,53264,2020,12,2,サービス業,704
0032808,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,10,3,12,13,0,9179,13402,5020,6183,7219,19252,12979,6492,-809,-538,-252,-118,-741,3471,0,0,1052,51568800,2021,12,2,サービス業,704
0032808,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,10,3,12,13,27,14642,18822,6503,7306,11515,24790,15498,9300,239,326,-702,-102,3324,6141,0,0,1312,56100900,2022,12,2,サービス業,704
0032809,ギックス,10,0,12,13,0,696,800,145,383,416,617,282,293,36,42,102,-6,219,647,0,31,19,40000,2020,06,2,サービス業,704
0032809,ギックス,10,0,12,13,0,1451,1549,174,355,1194,722,367,300,51,60,-88,2,673,1234,0,42,28,40000,2021,06,2,サービス業,704
0032809,ギックス,10,0,12,13,0,1883,1995,219,350,1645,1057,571,387,72,99,68,-8,327,1623,0,64,33,5581300,2022,06,2,サービス業,704
0032810,セカンドサイトアナリティカ,10,0,12,13,0,175,338,72,79,259,272,89,169,7,13,-6,-142,118,121,0,31,18,448279,2020,03,2,サービス業,704
0032810,セカンドサイトアナリティカ,10,0,12,13,0,335,497,139,145,351,495,162,285,30,45,89,-30,22,202,0,53,24,1173587,2021,03,2,サービス業,704
0032810,セカンドサイトアナリティカ,10,0,12,13,0,442,651,171,177,474,738,272,311,104,151,53,-84,8,180,0,63,35,2512322,2022,03,2,サービス業,704
0032810,セカンドサイトアナリティカ,10,0,12,13,0,779,1044,163,176,867,905,333,348,155,214,159,-107,229,461,0,85,39,2744322,2023,03,2,サービス業,704
0032811,エフビー介護サービス,10,1,12,12,5,2826,7973,2531,7342,631,9011,7562,982,485,443,847,-130,-369,976,0,304,1051,200,2020,03,2,サービス業,704
0032811,エフビー介護サービス,10,1,12,12,3,3485,8314,2622,6831,1482,9352,7853,970,477,677,1180,-111,-373,1671,0,270,999,2200000,2021,03,2,サービス業,704
0032811,エフビー介護サービス,10,1,12,12,2,3370,7698,2227,5689,2008,9185,7629,907,528,709,898,-97,-878,1594,0,254,985,2200000,2022,03,2,サービス業,704
0032811,エフビー介護サービス,10,1,12,12,2,4118,9019,2689,5981,3037,9619,8065,1009,444,696,969,-849,463,2178,0,296,1011,2676000,2023,03,2,サービス業,704
0032812,サークレイス,10,0,12,13,0,236,361,255,255,105,1756,823,1055,-92,-125,-103,-72,93,32,0,441,201,460,2020,03,2,サービス業,704
0032812,サークレイス,10,0,12,13,0,474,535,320,490,44,1813,914,937,-63,-60,24,6,177,240,0,483,211,2300000,2021,03,2,サービス業,704
0032812,サークレイス,10,0,12,13,0,624,719,372,499,219,2266,1045,1070,175,140,117,-45,-22,289,0,550,233,3350000,2022,03,2,サービス業,704
0032812,サークレイス,10,0,12,13,0,984,1145,267,338,806,2527,1271,1167,11,54,-32,-73,490,675,0,508,261,4226250,2023,03,2,サービス業,704
0032816,モイ,10,0,12,13,0,1263,1331,484,484,846,2359,1046,1510,-193,-186,-105,32,651,969,155,192,33,5520,2020,01,2,サービス業,704
0032816,モイ,10,0,12,13,0,1959,2093,1393,1393,699,5479,2800,2812,-146,-136,114,-90,0,989,347,237,35,5520,2021,01,2,サービス業,704
0032816,モイ,10,0,12,13,0,2266,2639,1693,1693,946,6552,3313,3036,246,206,512,-193,0,1309,208,252,34,12126000,2022,01,2,サービス業,704
0032816,モイ,10,0,12,13,0,2951,3375,1736,1736,1638,6607,3304,3198,53,105,-8,-163,638,1775,177,273,39,13874000,2023,01,2,サービス業,704
0032818,ｍａｎａｂｙ,10,0,12,12,0,131,198,57,120,78,286,118,229,-39,-59,-76,-10,110,60,0,85,68,1421000,2020,03,2,サービス業,704
0032818,ｍａｎａｂｙ,10,0,12,12,0,253,304,115,176,127,529,335,122,49,77,84,0,4,148,0,20,70,1571000,2021,03,2,サービス業,704
0032818,ｍａｎａｂｙ,10,0,12,12,0,768,828,249,710,118,557,406,159,-9,-10,-5,-16,525,652,0,19,89,1571000,2022,03,2,サービス業,704
0032818,ｍａｎａｂｙ,10,0,12,12,0,568,721,164,655,65,658,533,203,-52,-75,-93,-69,-66,423,0,24,110,1571000,2023,03,2,サービス業,704
0032819,ＡＮＹＣＯＬＯＲ,10,0,12,11,0,3333,3590,669,886,2703,3478,2525,908,32,42,-205,-260,2892,2491,0,353,150,1250000,2020,04,2,サービス業,704
0032819,ＡＮＹＣＯＬＯＲ,10,0,12,11,0,5220,6229,2133,2704,3525,7636,4699,1484,937,1261,1350,-757,544,3628,31,636,156,1270600,2021,04,2,サービス業,704
0032819,ＡＮＹＣＯＬＯＲ,10,0,12,11,0,8497,9353,2724,3034,6318,14164,8179,1793,2793,3998,2718,-34,-455,5860,163,735,230,29943435,2022,04,2,サービス業,704
0032819,ＡＮＹＣＯＬＯＲ,10,0,12,11,0,17572,18473,5058,5215,13258,25341,13761,2170,6698,9448,6723,-103,0,12483,0,0,0,30897485,2023,04,2,サービス業,704
0032821,環境のミカタ,10,1,12,12,0,631,2485,726,1823,662,1582,1073,355,-53,-56,320,-140,-57,361,0,85,105,290,2020,09,2,サービス業,704
0032821,環境のミカタ,10,1,12,12,2,883,3062,596,2465,597,1877,1229,371,-75,17,342,-165,36,574,0,70,118,371,2021,09,2,サービス業,704
0032821,環境のミカタ,10,1,12,12,2,937,3708,920,3018,690,1958,1400,400,99,147,286,-746,511,627,0,81,130,111300,2022,09,2,サービス業,704
0032822,ブリッジコンサルティンググルー,10,0,12,13,0,540,563,141,242,320,657,303,336,10,15,2,0,196,430,0,174,31,5000,2020,09,2,サービス業,704
0032822,ブリッジコンサルティンググルー,10,0,12,13,0,651,702,252,315,387,970,431,438,66,101,141,-16,-38,516,0,266,30,5000,2021,09,2,サービス業,704
0032822,ブリッジコンサルティンググルー,10,0,12,13,0,821,869,209,247,621,1270,583,590,64,95,13,-7,131,653,0,376,49,1766400,2022,09,2,サービス業,704
0032828,サンウェルズ,10,0,12,13,0,1243,3467,1375,2979,487,4379,3152,964,148,206,313,-551,-818,453,0,251,516,1174,2020,03,2,サービス業,704
0032828,サンウェルズ,10,0,12,13,0,1585,4788,1650,4094,693,5404,4028,1054,241,331,201,-648,489,496,0,357,707,117400,2021,03,2,サービス業,704
0032828,サンウェルズ,10,0,12,13,0,2547,9015,3116,8150,864,8419,6314,1615,255,346,378,-633,573,814,0,502,1081,11740000,2022,03,2,サービス業,704
0032828,サンウェルズ,10,0,12,13,0,5425,19211,3240,13840,5370,13716,9971,2311,784,1134,1140,-2041,2696,2610,0,688,1747,11740000,2023,03,2,サービス業,704
0032829,ヌーラボ,10,1,12,13,3,955,1276,889,1059,217,1585,801,824,-52,-48,177,-88,377,843,141,271,111,5940097,2020,03,2,サービス業,704
0032829,ヌーラボ,10,1,12,13,3,1035,1331,1083,1149,182,1938,849,1096,-25,-21,242,-80,-119,878,311,317,122,5940097,2021,03,2,サービス業,704
0032829,ヌーラボ,10,1,12,13,3,1297,1618,1208,1227,391,2328,911,1248,197,164,401,-74,-95,1127,307,386,143,5940097,2022,03,2,サービス業,704
0032829,ヌーラボ,10,1,12,13,3,2233,2611,1642,1652,958,2706,972,1632,88,86,297,-130,417,1742,447,499,147,6450397,2023,03,2,サービス業,704
0032830,Ｍ＆Ａ総研ホールディングス,10,0,12,13,0,576,617,63,208,409,376,114,258,4,3,15,-34,443,555,88,19,21,9900,2020,09,2,サービス業,704
0032830,Ｍ＆Ａ総研ホールディングス,10,0,12,13,0,1244,1353,439,575,777,1328,289,475,368,557,678,-57,0,1177,158,40,49,4950000,2021,09,2,サービス業,704
0032830,Ｍ＆Ａ総研ホールディングス,10,0,12,13,0,4034,4228,1205,1298,2929,3911,788,1019,1326,2082,2078,-79,804,3981,330,69,110,19153900,2022,09,2,サービス業,704
0032831,マイクロアド,10,1,12,13,12,3366,3733,2816,2860,873,10917,7911,2751,43,256,620,13,51,1932,0,1307,324,4098000,2020,09,2,サービス業,704
0032831,マイクロアド,10,1,12,13,11,3694,4229,2683,2756,1472,11671,8672,2812,-38,125,31,-185,300,2161,0,1476,348,4112000,2021,09,2,サービス業,704
0032831,マイクロアド,10,1,12,13,10,5029,5925,2996,3052,2872,12227,8441,3159,496,519,713,-413,681,3295,0,1615,302,8921000,2022,09,2,サービス業,704
0032833,ＡＶｉＣ,10,0,12,13,0,437,475,170,210,265,696,407,169,86,122,171,-27,146,329,0,54,21,5541300,2020,09,2,サービス業,704
0032833,ＡＶｉＣ,10,0,12,13,0,590,645,264,300,344,1329,965,243,78,111,15,-25,9,328,0,80,31,5541300,2021,09,2,サービス業,704
0032833,ＡＶｉＣ,10,0,12,13,0,1365,1455,726,742,713,1245,584,344,226,306,324,-33,105,724,0,112,51,5693100,2022,09,2,サービス業,704
0032835,アイガー,10,1,12,12,0,409,593,174,311,281,1099,621,455,14,20,57,-19,-4,266,0,180,83,1070000,2020,11,2,サービス業,704
0032835,アイガー,10,1,12,12,1,557,739,222,371,368,1275,679,460,88,134,127,-7,-5,382,0,169,79,1070000,2021,11,2,サービス業,704
0032835,アイガー,10,1,12,12,1,483,652,148,298,353,1149,630,507,5,10,-75,0,-7,302,0,167,89,1070000,2022,11,2,サービス業,704
0032836,ＩＮＴＬＯＯＰ,10,0,12,13,0,1798,2066,1385,1800,266,7157,5621,1494,36,49,58,-189,478,994,208,383,148,200,2020,07,2,サービス業,704
0032836,ＩＮＴＬＯＯＰ,10,0,12,13,0,2674,3000,1841,2391,608,9249,7183,1664,341,462,551,-7,-44,1493,214,493,193,400000,2021,07,2,サービス業,704
0032836,ＩＮＴＬＯＯＰ,10,0,12,13,0,5670,5982,2511,2915,3066,13120,10062,2265,517,771,667,-11,1847,3997,340,654,287,4600000,2022,07,2,サービス業,704
0032837,ＨＯＵＳＥＩ,10,1,12,13,3,1972,3389,656,1446,1942,3399,2339,805,219,236,41,43,-38,691,0,282,266,5904000,2020,12,2,サービス業,704
0032837,ＨＯＵＳＥＩ,10,1,12,13,3,2472,3923,904,1568,2354,4102,3004,895,271,256,413,-28,-49,1091,0,346,326,5904000,2021,12,2,サービス業,704
0032837,ＨＯＵＳＥＩ,10,1,12,13,2,2860,4227,725,1273,2954,4253,3099,969,134,198,395,-258,131,1384,0,371,345,7026000,2022,12,2,サービス業,704
0032838,エアークローゼット,10,0,12,13,0,1085,1163,930,1011,152,2173,1516,1067,-715,-716,62,-793,1190,778,255,231,56,3460000,2020,06,2,サービス業,704
0032838,エアークローゼット,10,0,12,13,0,1150,1419,921,1378,41,2887,1431,1417,-344,-342,353,-797,454,789,433,257,62,3719000,2021,06,2,サービス業,704
0032838,エアークローゼット,10,0,12,13,0,1579,2186,661,1863,323,3390,1718,1724,-378,-375,156,-1029,1223,1139,659,308,69,7376000,2022,06,2,サービス業,704
0032841,ジャパニアス,10,0,12,13,0,2896,3230,1080,1297,1932,6669,5174,1204,236,362,423,-38,-126,1922,0,466,1030,4000,2020,11,2,サービス業,704
0032841,ジャパニアス,10,0,12,13,0,2870,3160,997,1204,1955,7243,5533,1368,275,398,64,-12,-255,1719,0,501,1090,4000000,2021,11,2,サービス業,704
0032841,ジャパニアス,10,0,12,13,0,3631,3941,1272,1493,2447,8324,6291,1422,442,614,599,-6,48,2361,0,506,1314,4000000,2022,11,2,サービス業,704
0032842,ｅＷｅＬＬ,10,0,12,13,0,491,610,266,447,163,790,141,447,184,202,195,-15,-4,326,0,190,52,420500,2020,12,2,サービス業,704
0032842,ｅＷｅＬＬ,10,0,12,13,0,867,1061,381,557,504,1192,231,559,340,403,408,-73,-44,617,0,178,59,420500,2021,12,2,サービス業,704
0032842,ｅＷｅＬＬ,10,0,12,13,0,1406,1649,452,543,1105,1603,333,577,449,676,543,-136,51,1075,0,159,61,6959630,2022,12,2,サービス業,704
0032844,ＦＰパートナー,10,0,12,13,0,2679,6209,2881,4731,1477,17301,12896,3716,424,689,-82,-101,-53,2020,802,1097,1938,10000000,2020,11,2,サービス業,704
0032844,ＦＰパートナー,10,0,12,13,0,4058,7878,3438,5176,2702,20919,14757,4427,1224,1814,1940,-257,-617,3086,1097,1185,2076,10000000,2021,11,2,サービス業,704
0032844,ＦＰパートナー,10,0,12,13,0,10150,14265,4743,5608,8656,25605,16800,4980,2366,3813,3562,-365,2565,8848,1095,1258,2252,11500000,2022,11,2,サービス業,704
0032845,フィットワークス,10,0,12,12,0,890,922,364,368,553,1114,790,148,116,178,60,0,-3,602,0,33,43,1000,2020,11,2,サービス業,704
0032845,フィットワークス,10,0,12,12,0,900,931,273,278,653,1289,952,185,102,156,-66,-3,-3,529,0,33,46,1000,2021,11,2,サービス業,704
0032845,フィットワークス,10,0,12,12,0,995,1054,274,281,772,1459,1060,216,122,186,164,-26,-3,664,0,37,42,200000,2022,11,2,サービス業,704
0032847,ファインズ,10,0,12,13,0,821,1090,471,957,133,1937,485,1246,129,206,237,28,-98,567,0,701,205,1000,2020,06,2,サービス業,704
0032847,ファインズ,10,0,12,13,0,1118,1397,612,1007,390,2199,484,1341,256,382,431,-33,-98,867,0,759,223,100000,2021,06,2,サービス業,704
0032847,ファインズ,10,0,12,13,0,1216,1478,660,660,818,2595,491,1512,420,601,561,-3,-460,965,0,885,259,4240000,2022,06,2,サービス業,704
0032848,ポーターズ,10,0,12,13,0,588,654,240,332,322,1022,328,543,100,150,84,-13,-49,545,42,161,48,5000,2020,12,2,サービス業,704
0032848,ポーターズ,10,0,12,13,0,724,807,290,332,474,1100,260,618,152,230,193,-14,-49,682,72,190,46,5000,2021,12,2,サービス業,704
0032848,ポーターズ,10,0,12,13,0,982,1105,334,334,771,1290,266,684,222,326,285,-41,9,937,85,200,56,1570700,2022,12,2,サービス業,704
0032850,プログリット,10,0,12,13,0,613,1163,756,992,171,2183,869,1174,78,103,82,-42,-18,491,403,285,163,3354750,2020,08,2,サービス業,704
0032850,プログリット,10,0,12,13,0,565,1032,700,873,159,1981,797,1229,-76,-111,-85,3,7,417,459,327,148,3398022,2021,08,2,サービス業,704
0032850,プログリット,10,0,12,13,0,1093,1509,957,1100,409,2252,742,1184,187,320,494,12,30,955,361,310,141,3444627,2022,08,2,サービス業,704
0032851,グラッドキューブ,10,0,12,13,0,1161,1308,802,1059,249,882,49,712,86,121,285,-45,197,796,0,299,81,1075000,2020,12,2,サービス業,704
0032851,グラッドキューブ,10,0,12,13,0,1835,1963,1286,1512,451,1215,57,866,201,289,400,13,-40,1169,0,361,94,1075000,2021,12,2,サービス業,704
0032851,グラッドキューブ,10,0,12,13,0,2764,2908,1158,1591,1316,1480,88,930,297,455,209,-47,826,2158,0,392,98,8136000,2022,12,2,サービス業,704
0032852,ペアキャピタル,10,0,11,12,0,197,223,100,173,50,291,69,160,40,61,19,-20,95,94,0,7,15,1000,2021,09,2,サービス業,704
0032852,ペアキャピタル,10,0,12,12,0,493,530,205,387,142,642,239,266,92,134,237,-31,152,452,0,12,27,2000000,2022,09,2,サービス業,704
0032857,ＦＩＸＥＲ,10,0,12,13,0,2224,2572,777,1052,1520,2960,1681,941,142,233,210,-39,786,1493,0,327,123,43323,2020,08,2,サービス業,704
0032857,ＦＩＸＥＲ,10,0,12,13,0,2276,2631,796,915,1716,3606,2299,989,196,314,-3,177,-204,1463,3,279,147,43323,2021,08,2,サービス業,704
0032857,ＦＩＸＥＲ,10,0,12,13,0,6705,7188,3938,3976,3211,11360,7292,1673,1495,2385,2478,-101,-155,3685,464,360,195,13663200,2022,08,2,サービス業,704
0032862,ビジネスコーチ,10,0,12,13,0,412,461,158,313,147,687,236,434,15,18,46,-36,95,228,14,313,34,968000,2020,09,2,サービス業,704
0032862,ビジネスコーチ,10,0,12,13,0,667,730,320,430,300,1001,288,480,156,230,295,-11,-49,464,21,361,40,968000,2021,09,2,サービス業,704
0032862,ビジネスコーチ,10,0,12,13,0,645,750,263,326,424,1148,345,556,172,244,51,-66,-94,353,29,411,41,968000,2022,09,2,サービス業,704
0032864,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇ,10,0,12,13,0,587,649,290,290,358,1248,722,225,197,300,190,-45,4,300,0,0,16,305,2020,12,2,サービス業,704
0032864,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇ,10,0,12,13,0,1063,1143,474,474,669,2187,1385,329,310,473,316,-12,0,604,0,25,24,610000,2021,12,2,サービス業,704
0032864,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇ,10,0,12,13,0,2789,2853,454,454,2399,2806,1765,412,405,614,433,-5,1324,2357,0,55,29,7100000,2022,12,2,サービス業,704
0032865,ＦＣＥ　Ｈｏｌｄｉｎｇｓ,10,1,12,12,6,1740,2072,876,1344,728,3312,1172,1922,120,205,402,-45,161,1186,182,771,175,10008,2020,09,2,サービス業,704
0032865,ＦＣＥ　Ｈｏｌｄｉｎｇｓ,10,1,12,12,5,2291,2603,1268,1688,914,3522,1212,1978,211,316,575,-63,-16,1682,360,782,168,1000800,2021,09,2,サービス業,704
0032865,ＦＣＥ　Ｈｏｌｄｉｎｇｓ,10,1,12,12,5,1928,2238,1046,1435,802,3753,1207,2091,299,454,180,2,-478,1387,285,872,180,3002400,2022,09,2,サービス業,704
0032866,ｐｌｕｓｚｅｒｏ,10,0,12,13,0,277,304,92,97,206,381,192,216,-27,-26,19,-21,206,225,0,32,39,1602600,2020,10,2,サービス業,704
0032866,ｐｌｕｓｚｅｒｏ,10,0,12,13,0,230,252,123,124,127,507,250,338,-79,-78,-83,0,-3,138,0,59,54,1602600,2021,10,2,サービス業,704
0032866,ｐｌｕｓｚｅｒｏ,10,0,12,13,0,947,1019,199,199,820,726,284,314,120,136,114,-11,564,805,0,84,64,2500000,2022,10,2,サービス業,704
0032869,テリロジーホールディングス,10,1,12,12,5,5068,6144,3325,3698,2445,5676,3682,1878,46,117,287,34,112,2298,0,722,177,17111742,2023,03,2,サービス業,704
0032871,ＰＯＰＥＲ,10,0,12,13,0,403,434,69,173,261,262,85,369,-195,-195,-224,2,350,324,57,128,41,500000,2020,10,2,サービス業,704
0032871,ＰＯＰＥＲ,10,0,12,13,0,299,346,106,270,76,442,141,482,-184,-183,-158,-23,71,213,58,236,52,500000,2021,10,2,サービス業,704
0032871,ＰＯＰＥＲ,10,0,12,13,0,602,695,138,289,406,665,189,496,7,-27,-13,-4,309,505,34,246,53,3580053,2022,10,2,サービス業,704
0032875,ｔｒｉｐｌａ,10,0,12,13,0,669,683,164,404,278,295,0,615,-303,-300,-239,-14,278,611,6,416,63,13043,2020,10,2,サービス業,704
0032875,ｔｒｉｐｌａ,10,0,12,13,0,896,911,527,761,149,506,0,642,-128,-132,166,0,-4,778,24,389,65,13043,2021,10,2,サービス業,704
0032875,ｔｒｉｐｌａ,10,0,12,13,0,1848,1880,1448,1656,224,817,0,734,74,75,944,-5,-42,1676,16,464,70,4620000,2022,10,2,サービス業,704
0032876,ウェルプレイド・ライゼスト,10,0,12,13,0,313,373,214,325,47,831,637,189,-8,-11,32,-2,67,186,0,60,30,2500000,2020,10,2,サービス業,704
0032876,ウェルプレイド・ライゼスト,10,0,12,13,0,515,820,603,691,129,1671,1162,380,82,131,-9,-254,96,57,0,89,55,2500000,2021,10,2,サービス業,704
0032876,ウェルプレイド・ライゼスト,10,0,12,13,0,770,1051,547,777,274,2050,1396,443,144,227,234,-16,-62,212,0,97,62,2500000,2022,10,2,サービス業,704
0032880,スマートドライブ,10,1,12,13,1,602,615,245,575,40,398,122,1075,-763,-761,-665,-34,207,454,0,514,77,100000,2020,09,2,サービス業,704
0032880,スマートドライブ,10,1,12,13,1,1505,1510,317,947,563,827,274,915,-327,-325,-268,3,1116,1307,39,501,64,100000,2021,09,2,サービス業,704
0032880,スマートドライブ,10,1,12,13,1,1126,1145,568,1098,46,1254,490,1083,-303,-302,-445,-16,0,844,101,522,74,192631,2022,09,2,サービス業,704
0032882,テクノクリエイティブ,10,0,12,12,0,1367,1878,787,1817,60,3898,3203,712,-91,-66,241,4,45,791,0,236,1008,200,2020,09,2,サービス業,704
0032882,テクノクリエイティブ,10,0,12,12,0,1926,2346,1122,1978,367,4891,3950,624,377,617,406,222,-275,1144,0,245,1239,200,2021,09,2,サービス業,704
0032882,テクノクリエイティブ,10,0,12,12,0,1911,2589,866,2081,507,5752,4814,711,138,246,40,-411,273,1047,0,244,1347,2000000,2022,09,2,サービス業,704
0032884,Ｒｅｂａｓｅ,10,0,12,13,0,499,524,165,250,273,475,3,364,90,113,54,-4,90,424,33,112,22,400000,2021,03,2,サービス業,704
0032884,Ｒｅｂａｓｅ,10,0,12,13,0,641,796,308,383,413,890,18,660,139,206,249,-121,1,553,105,159,27,400000,2022,03,2,サービス業,704
0032884,Ｒｅｂａｓｅ,10,0,12,13,0,920,1079,339,339,740,1160,24,880,158,248,221,-47,65,792,182,156,30,4600000,2023,03,2,サービス業,704
0032886,オープンワーク,10,0,12,13,0,2731,2851,273,273,2578,1460,0,1223,166,245,293,-5,8,2587,115,387,71,464000,2020,12,2,サービス業,704
0032886,オープンワーク,10,0,12,13,0,2969,3061,250,250,2810,1535,0,1211,232,324,187,39,0,2814,184,422,78,464000,2021,12,2,サービス業,704
0032886,オープンワーク,10,0,12,13,0,5015,5129,461,461,4667,2037,0,1425,403,589,554,-6,1435,4797,287,458,81,5142000,2022,12,2,サービス業,704
0032887,トリドリ,10,0,12,13,0,1027,1114,506,801,313,564,3,738,-179,-179,-230,-17,645,646,43,247,64,101050,2020,12,2,サービス業,704
0032887,トリドリ,10,1,12,13,1,866,1192,795,1164,27,1057,79,1378,-436,-433,-420,-116,96,216,288,387,91,104889,2021,12,2,サービス業,704
0032887,トリドリ,10,1,12,13,1,2136,2238,954,1182,1056,2054,171,2254,-565,-571,-454,-10,1429,1181,563,501,106,3096400,2022,12,2,サービス業,704
