会社コード,企業名,決算期,連結基準,決算月数,日経業種コード,売上高,資産合計
0041943,ソレキア,2020/03,1,12,243428,24213,15236
0041943,ソレキア,2021/03,1,12,243428,22112,17043
0041943,ソレキア,2022/03,1,12,243428,22701,18204
0042997,サトー商会,1999/03,1,12,243423,41994,18899
0042997,サトー商会,2000/03,1,12,243423,42968,20006
0042997,サトー商会,2001/03,1,12,243423,44110,21415
0042997,サトー商会,2002/03,1,12,243423,44156,21723
0042997,サトー商会,2003/03,1,12,243423,44723,21006
0042997,サトー商会,2004/03,1,12,243423,46332,22515
0042997,サトー商会,2005/03,1,12,243423,45869,22801
0042997,サトー商会,2006/03,1,12,243423,46589,23808
0042997,サトー商会,2007/03,1,12,243423,47163,25455
0042997,サトー商会,2008/03,1,12,243423,47107,24331
0042997,サトー商会,2009/03,1,12,243423,46246,24700
0042997,サトー商会,2010/03,1,12,243423,44654,25279
0042997,サトー商会,2011/03,1,12,243423,42761,23861
0042997,サトー商会,2012/03,1,12,243423,41945,27328
0042997,サトー商会,2013/03,1,12,243423,44530,27788
0042997,サトー商会,2014/03,1,12,243423,45219,27198
0042997,サトー商会,2015/03,1,12,243423,46659,28581
0042997,サトー商会,2016/03,1,12,243423,48195,29495
0042997,サトー商会,2017/03,1,12,243423,48505,30294
0042997,サトー商会,2018/03,1,12,243423,49853,33505
0042997,サトー商会,2019/03,1,12,243423,49823,34187
0042997,サトー商会,2020/03,1,12,243423,49562,32271
0042997,サトー商会,2021/03,1,12,243423,38421,31643
0042997,サトー商会,2022/03,1,12,243423,38851,31313
0043053,サンエー,2010/02,1,12,245442,136999,88018
0043053,サンエー,2011/02,1,12,245442,143586,86918
0043053,サンエー,2012/02,1,12,245442,146000,92781
0043053,サンエー,2013/02,1,12,245442,148930,96583
0043053,サンエー,2014/02,1,12,245442,157564,104401
0043053,サンエー,2015/02,1,12,245442,164553,122055
0043053,サンエー,2016/02,1,12,245442,173819,121882
0043053,サンエー,2017/02,1,12,245442,180243,130427
0043053,サンエー,2018/02,1,12,245442,185905,147274
0043053,サンエー,2019/02,1,12,245442,189835,148590
0043053,サンエー,2020/02,1,12,245442,199291,168555
0043053,サンエー,2021/02,1,12,245442,202766,174574
0043053,サンエー,2022/02,1,12,245442,204354,165551
0043929,ＳＡＮＥＩ,2019/03,1,12,121210,20805,16863
0043929,ＳＡＮＥＩ,2020/03,1,12,121210,21346,17878
0043929,ＳＡＮＥＩ,2021/03,1,12,121210,22182,19459
0043929,ＳＡＮＥＩ,2022/03,1,12,121210,22999,22467
0044013,サイバートラスト,2019/03,1,12,271704,4168,4402
0044013,サイバートラスト,2020/03,1,12,271704,4421,4906
0044013,サイバートラスト,2021/03,1,12,271704,4895,5851
0044013,サイバートラスト,2022/03,1,12,271704,5731,7222
0044026,エクサウィザーズ,2021/03,1,12,271704,2612,3686
0044026,エクサウィザーズ,2022/03,1,12,271704,4810,7865
0044100,三光産業,1999/03,1,12,133321,12788,13420
0044100,三光産業,2000/03,1,12,133321,13316,14389
0044100,三光産業,2001/03,1,12,133321,13755,14651
0044100,三光産業,2002/03,1,12,133321,12382,14040
0044100,三光産業,2003/03,1,12,133321,11682,14006
0044100,三光産業,2004/03,1,12,133321,11718,14303
0044100,三光産業,2005/03,1,12,133321,11367,14283
0044100,三光産業,2006/03,1,12,133321,11761,14495
0044100,三光産業,2007/03,1,12,133321,11791,14838
0044100,三光産業,2008/03,1,12,133321,12273,14926
0044100,三光産業,2009/03,1,12,133321,10066,11970
0044100,三光産業,2010/03,1,12,133321,9480,12332
0044100,三光産業,2011/03,1,12,133321,9648,11530
0044100,三光産業,2012/03,1,12,133321,8463,11188
0044100,三光産業,2013/03,1,12,133321,10877,10471
0044100,三光産業,2014/03,1,12,133321,9528,11088
0044100,三光産業,2015/03,1,12,133321,10047,11758
0044100,三光産業,2016/03,1,12,133321,9831,10837
0044100,三光産業,2017/03,1,12,133321,9930,11443
0044100,三光産業,2018/03,1,12,133321,12660,12135
0044100,三光産業,2019/03,1,12,133321,11196,11083
0044100,三光産業,2020/03,1,12,133321,10624,11277
0044100,三光産業,2021/03,1,12,133321,10553,12046
0044100,三光産業,2022/03,1,12,133321,9594,11843
0044140,サンコーテクノ,2003/03,1,12,119186,12841,10684
0044140,サンコーテクノ,2004/03,1,12,119186,12604,11265
0044140,サンコーテクノ,2005/03,1,12,119186,14942,14173
0044140,サンコーテクノ,2006/03,1,12,119186,16360,14192
0044140,サンコーテクノ,2007/03,1,12,119186,17086,15371
0044140,サンコーテクノ,2008/03,1,12,119186,16805,15109
0044140,サンコーテクノ,2009/03,1,12,119186,14872,13513
0044140,サンコーテクノ,2010/03,1,12,119186,13143,13399
0044140,サンコーテクノ,2011/03,1,12,119186,13626,13693
0044140,サンコーテクノ,2012/03,1,12,119186,13851,13504
0044140,サンコーテクノ,2013/03,1,12,119186,15112,14089
0044140,サンコーテクノ,2014/03,1,12,119186,17209,14828
0044140,サンコーテクノ,2015/03,1,12,119186,17835,15192
0044140,サンコーテクノ,2016/03,1,12,119186,16648,14737
0044140,サンコーテクノ,2017/03,1,12,119186,15497,15286
0044140,サンコーテクノ,2018/03,1,12,119186,16326,15794
0044140,サンコーテクノ,2019/03,1,12,119186,17025,16067
0044140,サンコーテクノ,2020/03,1,12,119186,18490,17651
0044140,サンコーテクノ,2021/03,1,12,119186,17940,17722
0044140,サンコーテクノ,2022/03,1,12,119186,18735,19283
0044619,ベース,2017/12,1,12,271704,5888,7381
0044619,ベース,2018/12,1,12,271704,7500,7220
0044619,ベース,2019/12,1,12,271704,9714,9054
0044619,ベース,2020/12,1,12,271704,12400,10286
0044619,ベース,2021/12,1,12,271704,13293,11440
0044664,ラキール,2019/12,1,12,271704,5665,2872
0044664,ラキール,2020/12,1,12,271704,5331,3736
0044664,ラキール,2021/12,1,12,271704,5830,5442
0044798,コンフィデンス,2019/03,1,12,271704,2004,1351
0044798,コンフィデンス,2020/03,1,12,271704,2604,1070
0044798,コンフィデンス,2021/03,1,12,271704,3569,1553
0044798,コンフィデンス,2022/03,1,12,271704,4425,2437
0044882,Ｉ−ｎｅ,2018/12,1,12,107068,20571,10617
0044882,Ｉ−ｎｅ,2019/12,1,12,107068,21206,9440
0044882,Ｉ−ｎｅ,2020/12,1,12,107068,23363,13165
0044882,Ｉ−ｎｅ,2021/12,1,12,107068,28397,14060
0044983,エスケー化研,1999/03,1,12,107069,32628,38863
0044983,エスケー化研,2000/03,1,12,107069,34660,40589
0044983,エスケー化研,2001/03,1,12,107069,36103,42845
0044983,エスケー化研,2002/03,1,12,107069,39321,46305
0044983,エスケー化研,2003/03,1,12,107069,41733,45788
0044983,エスケー化研,2004/03,1,12,107069,44977,49424
0044983,エスケー化研,2005/03,1,12,107069,46345,51036
0044983,エスケー化研,2006/03,1,12,107069,50124,55512
0044983,エスケー化研,2007/03,1,12,107069,57209,61542
0044983,エスケー化研,2008/03,1,12,107069,60091,62665
0044983,エスケー化研,2009/03,1,12,107069,62480,62451
0044983,エスケー化研,2010/03,1,12,107069,62895,68271
0044983,エスケー化研,2011/03,1,12,107069,71053,74294
0044983,エスケー化研,2012/03,1,12,107069,78329,80264
0044983,エスケー化研,2013/03,1,12,107069,82872,88975
0044983,エスケー化研,2014/03,1,12,107069,94890,101077
0044983,エスケー化研,2015/03,1,12,107069,90650,106907
0044983,エスケー化研,2016/03,1,12,107069,92620,110737
0044983,エスケー化研,2017/03,1,12,107069,91762,118616
0044983,エスケー化研,2018/03,1,12,107069,91332,124783
0044983,エスケー化研,2019/03,1,12,107069,95069,132817
0044983,エスケー化研,2020/03,1,12,107069,96028,139083
0044983,エスケー化研,2021/03,1,12,107069,85174,144628
0044983,エスケー化研,2022/03,1,12,107069,88282,157468
0045059,シノブフーズ,1999/03,1,12,101010,27630,25227
0045059,シノブフーズ,2000/03,1,12,101010,26985,24326
0045059,シノブフーズ,2001/03,1,12,101010,25931,23000
0045059,シノブフーズ,2002/03,1,12,101010,25337,24056
0045059,シノブフーズ,2003/03,1,12,101010,27186,22968
0045059,シノブフーズ,2004/03,1,12,101010,30024,22821
0045059,シノブフーズ,2005/03,1,12,101010,32595,25031
0045059,シノブフーズ,2006/03,1,12,101010,36276,21790
0045059,シノブフーズ,2007/03,1,12,101010,35705,21549
0045059,シノブフーズ,2008/03,1,12,101010,35707,20814
0045059,シノブフーズ,2009/03,1,12,101010,36517,19517
0045059,シノブフーズ,2010/03,1,12,101010,35344,18639
0045059,シノブフーズ,2011/03,1,12,101010,36061,17889
0045059,シノブフーズ,2012/03,1,12,101010,38195,17753
0045059,シノブフーズ,2013/03,1,12,101010,39021,17956
0045059,シノブフーズ,2014/03,1,12,101010,40253,17387
0045059,シノブフーズ,2015/03,1,12,101010,42131,18680
0045059,シノブフーズ,2016/03,1,12,101010,44413,19804
0045059,シノブフーズ,2017/03,1,12,101010,46059,21034
0045059,シノブフーズ,2018/03,1,12,101010,47300,21264
0045059,シノブフーズ,2019/03,1,12,101010,49068,27850
0045059,シノブフーズ,2020/03,1,12,101010,52488,29978
0045059,シノブフーズ,2021/03,1,12,101010,45480,30350
0045059,シノブフーズ,2022/03,1,12,101010,48653,30941
0045104,自重堂,1999/06,1,12,103025,28434,33736
0045104,自重堂,2000/06,1,12,103025,30146,36521
0045104,自重堂,2001/06,1,12,103025,28602,34469
0045104,自重堂,2002/06,1,12,103025,23184,30897
0045104,自重堂,2003/06,1,12,103025,21822,32859
0045104,自重堂,2004/06,1,12,103025,22779,30078
0045104,自重堂,2005/06,1,12,103025,21887,31197
0045104,自重堂,2006/06,1,12,103025,21692,33097
0045104,自重堂,2007/06,1,12,103025,23005,35089
0045104,自重堂,2008/06,1,12,103025,22149,31973
0045104,自重堂,2009/06,1,12,103025,18879,30955
0045104,自重堂,2010/06,1,12,103025,17044,30258
0045104,自重堂,2011/06,1,12,103025,16897,33119
0045104,自重堂,2012/06,1,12,103025,18355,31488
0045104,自重堂,2013/06,1,12,103025,17589,32996
0045104,自重堂,2014/06,1,12,103025,17661,34462
0045104,自重堂,2015/06,1,12,103025,17006,37568
0045104,自重堂,2016/06,1,12,103025,16601,33435
0045104,自重堂,2017/06,1,12,103025,17089,34784
0045104,自重堂,2018/06,1,12,103025,17359,37642
0045104,自重堂,2019/06,1,12,103025,19359,38881
0045104,自重堂,2020/06,1,12,103025,18467,38204
0045104,自重堂,2021/06,1,12,103025,17882,38992
0045319,リニューアブル・ジャパン,2019/12,1,12,267661,20600,55368
0045319,リニューアブル・ジャパン,2020/12,1,12,267661,22276,63392
0045319,リニューアブル・ジャパン,2021/12,1,12,267661,15950,119766
0045534,ベルク,2003/02,1,12,245442,59629,26405
0045534,ベルク,2004/02,1,12,245442,66212,29653
0045534,ベルク,2005/02,1,12,245442,75278,35344
0045534,ベルク,2006/02,1,12,245442,81047,39532
0045534,ベルク,2007/02,1,12,245442,86896,43279
0045534,ベルク,2008/02,1,12,245442,94238,49551
0045534,ベルク,2009/02,1,12,245442,103045,51597
0045534,ベルク,2010/02,1,12,245442,106727,54452
0045534,ベルク,2011/02,1,12,245442,111662,57201
0045534,ベルク,2012/02,1,12,245442,123924,62072
0045534,ベルク,2013/02,1,12,245442,133108,70061
0045534,ベルク,2014/02,1,12,245442,145023,76913
0045534,ベルク,2015/02,1,12,245442,161124,87497
0045534,ベルク,2016/02,1,12,245442,181071,94069
0045534,ベルク,2017/02,1,12,245442,193565,99130
0045534,ベルク,2018/02,1,12,245442,211394,106599
0045534,ベルク,2019/02,1,12,245442,225523,115844
0045534,ベルク,2020/02,1,12,245442,239496,126201
0045534,ベルク,2021/02,1,12,245442,284460,136558
0045534,ベルク,2022/02,1,12,245442,300267,153214
0046286,タカミヤ,2003/03,1,12,271704,14186,22071
0046286,タカミヤ,2004/03,1,12,271704,13008,19994
0046286,タカミヤ,2005/03,1,12,271704,12781,20582
0046286,タカミヤ,2006/03,1,12,271704,14017,21735
0046286,タカミヤ,2007/03,1,12,271704,14527,22112
0046286,タカミヤ,2008/03,1,12,271704,15129,23560
0046286,タカミヤ,2009/03,1,12,271704,15338,24958
0046286,タカミヤ,2010/03,1,12,271704,14530,25283
0046286,タカミヤ,2011/03,1,12,271704,17490,29594
0046286,タカミヤ,2012/03,1,12,271704,23201,32472
0046286,タカミヤ,2013/03,1,12,271704,28113,33987
0046286,タカミヤ,2014/03,1,12,271704,32443,37245
0046286,タカミヤ,2015/03,1,12,271704,34261,43520
0046286,タカミヤ,2016/03,1,12,271704,34350,50091
0046286,タカミヤ,2017/03,1,12,271704,36763,52760
0046286,タカミヤ,2018/03,1,12,271704,36114,52813
0046286,タカミヤ,2019/03,1,12,271704,42182,54414
0046286,タカミヤ,2020/03,1,12,271704,46065,59282
0046286,タカミヤ,2021/03,1,12,271704,38812,56454
0046286,タカミヤ,2022/03,1,12,271704,39800,59081
0047082,鈴木,2007/06,1,12,123225,14541,18111
0047082,鈴木,2008/06,1,12,123225,16221,18181
0047082,鈴木,2009/06,1,12,123225,11125,14858
0047082,鈴木,2010/06,1,12,123225,13614,15611
0047082,鈴木,2011/06,1,12,123225,16391,15731
0047082,鈴木,2012/06,1,12,123225,17838,16708
0047082,鈴木,2013/06,1,12,123225,18201,17061
0047082,鈴木,2014/06,1,12,123225,19453,17899
0047082,鈴木,2015/06,1,12,123225,22355,18915
0047082,鈴木,2016/06,1,12,123225,23093,18250
0047082,鈴木,2017/06,1,12,123225,23723,19684
0047082,鈴木,2018/06,1,12,123225,27109,23760
0047082,鈴木,2019/06,1,12,123225,26557,24531
0047082,鈴木,2020/06,1,12,123225,28126,24787
0047082,鈴木,2021/06,1,12,123225,32708,28808
0047342,セントラルスポーツ,1999/03,1,12,271702,31969,32257
0047342,セントラルスポーツ,2000/03,1,12,271702,32877,32783
0047342,セントラルスポーツ,2001/03,1,12,271702,33360,33391
0047342,セントラルスポーツ,2002/03,1,12,271702,34574,32185
0047342,セントラルスポーツ,2003/03,1,12,271702,34699,35551
0047342,セントラルスポーツ,2004/03,1,12,271702,38014,39952
0047342,セントラルスポーツ,2005/03,1,12,271702,41016,39932
0047342,セントラルスポーツ,2006/03,1,12,271702,42532,38929
0047342,セントラルスポーツ,2007/03,1,12,271702,44470,37210
0047342,セントラルスポーツ,2008/03,1,12,271702,45759,40540
0047342,セントラルスポーツ,2009/03,1,12,271702,47186,42323
0047342,セントラルスポーツ,2010/03,1,12,271702,46608,43141
0047342,セントラルスポーツ,2011/03,1,12,271702,46135,41896
0047342,セントラルスポーツ,2012/03,1,12,271702,46381,40761
0047342,セントラルスポーツ,2013/03,1,12,271702,46935,40213
0047342,セントラルスポーツ,2014/03,1,12,271702,48328,40861
0047342,セントラルスポーツ,2015/03,1,12,271702,50938,41615
0047342,セントラルスポーツ,2016/03,1,12,271702,51658,41587
0047342,セントラルスポーツ,2017/03,1,12,271702,52712,41266
0047342,セントラルスポーツ,2018/03,1,12,271702,53576,42801
0047342,セントラルスポーツ,2019/03,1,12,271702,54258,43125
0047342,セントラルスポーツ,2020/03,1,12,271702,53386,44732
0047342,セントラルスポーツ,2021/03,1,12,271702,36027,43746
0047342,セントラルスポーツ,2022/03,1,12,271702,40338,44777
0047590,清和中央ホールディングス,1999/12,1,12,243425,15429,11927
0047590,清和中央ホールディングス,2000/12,1,12,243425,16352,13765
0047590,清和中央ホールディングス,2001/12,1,12,243425,14680,11805
0047590,清和中央ホールディングス,2002/12,1,12,243425,14242,11138
0047590,清和中央ホールディングス,2003/12,1,12,243425,16021,12880
0047590,清和中央ホールディングス,2004/12,1,12,243425,22789,17183
0047590,清和中央ホールディングス,2005/12,1,12,243425,27261,20076
0047590,清和中央ホールディングス,2006/12,1,12,243425,27883,18556
0047590,清和中央ホールディングス,2007/12,1,12,243425,35695,34408
0047590,清和中央ホールディングス,2008/12,1,12,243425,64941,37527
0047590,清和中央ホールディングス,2009/12,1,12,243425,41426,27082
0047590,清和中央ホールディングス,2010/12,1,12,243425,38223,27008
0047590,清和中央ホールディングス,2011/12,1,12,243425,42019,26899
0047590,清和中央ホールディングス,2012/12,1,12,243425,40734,26409
0047590,清和中央ホールディングス,2013/12,1,12,243425,44887,32458
0047590,清和中央ホールディングス,2014/12,1,12,243425,51641,34711
0047590,清和中央ホールディングス,2015/12,1,12,243425,49034,30237
0047590,清和中央ホールディングス,2016/12,1,12,243425,41785,28789
0047590,清和中央ホールディングス,2017/12,1,12,243425,45404,31876
0047590,清和中央ホールディングス,2018/12,1,12,243425,52179,36140
0047590,清和中央ホールディングス,2019/12,1,12,243425,52910,34520
0047590,清和中央ホールディングス,2020/12,1,12,243425,42005,27085
0047590,清和中央ホールディングス,2021/12,1,12,243425,45395,36370
0047808,船場,2014/12,1,12,271704,24595,14447
0047808,船場,2015/12,1,12,271704,30732,16853
0047808,船場,2016/12,1,12,271704,27615,17914
0047808,船場,2017/12,1,12,271704,29539,17581
0047808,船場,2018/12,1,12,271704,28473,17666
0047808,船場,2019/12,1,12,271704,28363,18661
0047808,船場,2020/12,1,12,271704,21707,15343
0047808,船場,2021/12,1,12,271704,19270,16805
0047956,創健社,1999/03,1,12,243423,9791,5029
0047956,創健社,2000/03,1,12,243423,10641,5555
0047956,創健社,2001/03,1,12,243423,10111,5632
0047956,創健社,2002/03,1,12,243423,10042,5629
0047956,創健社,2003/03,1,12,243423,10202,5389
0047956,創健社,2004/03,1,12,243423,9754,5379
0047956,創健社,2005/03,1,12,243423,8964,5130
0047956,創健社,2006/03,1,12,243423,8443,4560
0047956,創健社,2007/03,1,12,243423,8349,4394
0047956,創健社,2008/03,1,12,243423,7789,3530
0047956,創健社,2009/03,1,12,243423,6263,2583
0047956,創健社,2010/03,1,12,243423,4307,2043
0047956,創健社,2011/03,1,12,243423,4115,2315
0047956,創健社,2012/03,1,12,243423,4215,2580
0047956,創健社,2013/03,1,12,243423,4034,2554
0047956,創健社,2014/03,1,12,243423,4187,2575
0047956,創健社,2015/03,1,12,243423,4229,2671
0047956,創健社,2016/03,1,12,243423,4741,2715
0047956,創健社,2017/03,1,12,243423,4551,2756
0047956,創健社,2018/03,1,12,243423,4499,2810
0047956,創健社,2019/03,1,12,243423,4543,2894
0047956,創健社,2020/03,1,12,243423,4516,2767
0047956,創健社,2021/03,1,12,243423,4699,2875
0047956,創健社,2022/03,1,12,243423,4632,2850
0048068,タカチホ,2012/03,1,12,243429,11634,7420
0048068,タカチホ,2013/03,1,12,243429,12213,7223
0048068,タカチホ,2014/03,1,12,243429,12038,6960
0048068,タカチホ,2015/03,1,12,243429,11437,6676
0048068,タカチホ,2016/03,1,12,243429,11289,6582
0048068,タカチホ,2017/03,1,12,243429,10640,5840
0048068,タカチホ,2018/03,1,12,243429,10510,5418
0048068,タカチホ,2019/03,1,12,243429,10513,5270
0048068,タカチホ,2020/03,1,12,243429,9091,4234
0048068,タカチホ,2021/03,1,12,243429,4654,3885
0048068,タカチホ,2022/03,1,12,243429,5247,3648
0048378,サンメッセ,2015/03,1,12,133321,15360,18083
0048378,サンメッセ,2016/03,1,12,133321,15727,18075
0048378,サンメッセ,2017/03,1,12,133321,15493,18665
0048378,サンメッセ,2018/03,1,12,133321,15103,18756
0048378,サンメッセ,2019/03,1,12,133321,15279,18582
0048378,サンメッセ,2020/03,1,12,133321,16194,18786
0048378,サンメッセ,2021/03,1,12,133321,14928,19107
0048378,サンメッセ,2022/03,1,12,133321,16603,19288
0048403,田中精密工業,1999/03,1,12,127262,27685,26426
0048403,田中精密工業,2000/03,1,12,127262,32370,27372
0048403,田中精密工業,2001/03,1,12,127262,37390,28856
0048403,田中精密工業,2002/03,1,12,127262,41015,29805
0048403,田中精密工業,2003/03,1,12,127262,41521,29605
0048403,田中精密工業,2004/03,1,12,127262,41832,29764
0048403,田中精密工業,2005/03,1,12,127262,43708,32950
0048403,田中精密工業,2006/03,1,12,127262,46939,36664
0048403,田中精密工業,2007/03,1,12,127262,48932,42537
0048403,田中精密工業,2008/03,1,12,127262,45260,46273
0048403,田中精密工業,2009/03,1,12,127262,35696,40147
0048403,田中精密工業,2010/03,1,12,127262,33750,37332
0048403,田中精密工業,2011/03,1,12,127262,38174,34930
0048403,田中精密工業,2012/03,1,12,127262,36373,43340
0048403,田中精密工業,2013/03,1,12,127262,47179,49274
0048403,田中精密工業,2014/03,1,12,127262,51648,51486
0048403,田中精密工業,2015/03,1,12,127262,48012,50813
0048403,田中精密工業,2016/03,1,12,127262,40655,43348
0048403,田中精密工業,2017/03,1,12,127262,39752,41274
0048403,田中精密工業,2018/03,1,12,127262,38402,39694
0048403,田中精密工業,2019/03,1,12,127262,38115,39430
0048403,田中精密工業,2020/03,1,12,127262,32004,36840
0048403,田中精密工業,2021/03,1,12,127262,26041,36898
0048403,田中精密工業,2022/03,1,12,127262,29671,36842
0048960,ダイト,2008/05,1,12,109082,20756,22294
0048960,ダイト,2009/05,1,12,109082,21522,26353
0048960,ダイト,2010/05,1,12,109082,22678,27715
0048960,ダイト,2011/05,1,12,109082,25225,29071
0048960,ダイト,2012/05,1,12,109082,27151,29909
0048960,ダイト,2013/05,1,12,109082,28956,34762
0048960,ダイト,2014/05,1,12,109082,31196,36694
0048960,ダイト,2015/05,1,12,109082,34058,42305
0048960,ダイト,2016/05,1,12,109082,36370,43340
0048960,ダイト,2017/05,1,12,109082,37984,45707
0048960,ダイト,2018/05,1,12,109082,39875,46898
0048960,ダイト,2019/05,1,12,109082,41134,46749
0048960,ダイト,2020/05,1,12,109082,44991,54249
0048960,ダイト,2021/05,1,12,109082,48714,57739
0049479,太洋工業,2002/12,1,12,123225,4126,4794
0049479,太洋工業,2003/12,1,12,123225,5087,5204
0049479,太洋工業,2004/12,1,12,123225,6003,6291
0049479,太洋工業,2005/12,1,12,123225,5980,5919
0049479,太洋工業,2006/12,1,12,123225,6317,6226
0049479,太洋工業,2007/12,1,12,123225,6156,6740
0049479,太洋工業,2008/12,1,12,123225,5438,5871
0049479,太洋工業,2009/12,1,12,123225,3363,5356
0049479,太洋工業,2010/12,1,12,123225,3942,5312
0049479,太洋工業,2011/12,1,12,123225,3961,5179
0049479,太洋工業,2012/12,1,12,123225,3765,4932
0049479,太洋工業,2013/12,1,12,123225,3850,4991
0049479,太洋工業,2014/12,1,12,123225,4031,5167
0049479,太洋工業,2015/12,1,12,123225,4753,5618
0049479,太洋工業,2016/12,1,12,123225,4979,5321
0049479,太洋工業,2017/12,1,12,123225,4238,5385
0049479,太洋工業,2018/12,1,12,123225,4582,5255
0049479,太洋工業,2019/12,1,12,123225,3896,5073
0049479,太洋工業,2020/12,1,12,123225,3175,4428
0049479,太洋工業,2021/12,1,12,123225,3917,4832
0049931,エレマテック,2000/03,1,12,243428,44919,20528
0049931,エレマテック,2001/03,1,12,243428,55765,24914
0049931,エレマテック,2002/03,1,12,243428,52821,26248
0049931,エレマテック,2003/03,1,12,243428,61278,29763
0049931,エレマテック,2004/03,1,12,243428,71787,33321
0049931,エレマテック,2005/03,1,12,243428,78317,36945
0049931,エレマテック,2006/03,1,12,243428,87814,42229
0049931,エレマテック,2007/03,1,12,243428,96513,46504
0049931,エレマテック,2008/03,1,12,243428,105724,49249
0049931,エレマテック,2009/03,1,12,243428,86455,38592
0049931,エレマテック,2010/03,1,12,243428,88299,51987
0049931,エレマテック,2011/03,1,12,243428,110614,56091
0049931,エレマテック,2012/03,1,12,243428,115417,61095
0049931,エレマテック,2013/03,1,12,243428,129405,66579
0049931,エレマテック,2014/03,1,12,243428,143442,73425
0049931,エレマテック,2015/03,1,12,243428,181876,84191
0049931,エレマテック,2016/03,1,12,243428,216824,80572
0049931,エレマテック,2017/03,1,12,243428,203004,93284
0049931,エレマテック,2018/03,1,12,243428,196238,91835
0049931,エレマテック,2019/03,1,12,243428,183399,95667
0049931,エレマテック,2020/03,1,12,243428,175654,91781
0049931,エレマテック,2021/03,1,12,243428,180218,101317
0049931,エレマテック,2022/03,1,12,243428,200646,115332
0050018,ＷＡＳＨハウス,2018/12,1,12,271704,2749,4128
0050018,ＷＡＳＨハウス,2019/12,1,12,271704,2188,3536
0050018,ＷＡＳＨハウス,2020/12,1,12,271704,2182,4103
0050018,ＷＡＳＨハウス,2021/12,1,12,271704,2132,3957
0050039,高松機械工業,1999/03,1,12,121201,7935,10594
0050039,高松機械工業,2000/03,1,12,121201,7985,10721
0050039,高松機械工業,2001/03,1,12,121201,10011,10708
0050039,高松機械工業,2002/03,1,12,121201,9814,9884
0050039,高松機械工業,2003/03,1,12,121201,9184,9606
0050039,高松機械工業,2004/03,1,12,121201,10668,10912
0050039,高松機械工業,2005/03,1,12,121201,12615,12153
0050039,高松機械工業,2006/03,1,12,121201,14215,13030
0050039,高松機械工業,2007/03,1,12,121201,15279,15416
0050039,高松機械工業,2008/03,1,12,121201,16220,16184
0050039,高松機械工業,2009/03,1,12,121201,12405,12670
0050039,高松機械工業,2010/03,1,12,121201,4451,11339
0050039,高松機械工業,2011/03,1,12,121201,10949,14343
0050039,高松機械工業,2012/03,1,12,121201,14422,15791
0050039,高松機械工業,2013/03,1,12,121201,15016,16499
0050039,高松機械工業,2014/03,1,12,121201,14519,17845
0050039,高松機械工業,2015/03,1,12,121201,18018,19574
0050039,高松機械工業,2016/03,1,12,121201,18822,20323
0050039,高松機械工業,2017/03,1,12,121201,16981,19961
0050039,高松機械工業,2018/03,1,12,121201,19780,21924
0050039,高松機械工業,2019/03,1,12,121201,22650,23737
0050039,高松機械工業,2020/03,1,12,121201,21947,24252
0050039,高松機械工業,2021/03,1,12,121201,13432,21563
0050039,高松機械工業,2022/03,1,12,121201,16720,25363
0050058,高見沢,1999/06,1,12,243427,21028,21462
0050058,高見沢,2000/06,1,12,243427,36175,28629
0050058,高見沢,2001/06,1,12,243427,37143,28716
0050058,高見沢,2002/06,1,12,243427,34176,25841
0050058,高見沢,2003/06,1,12,243427,33021,23241
0050058,高見沢,2004/06,1,12,243427,32757,22893
0050058,高見沢,2005/06,1,12,243427,34657,21958
0050058,高見沢,2006/06,1,12,243427,36796,22587
0050058,高見沢,2007/06,1,12,243427,38924,24514
0050058,高見沢,2008/06,1,12,243427,39523,23342
0050058,高見沢,2009/06,1,12,243427,38013,23429
0050058,高見沢,2010/06,1,12,243427,37614,23091
0050058,高見沢,2011/06,1,12,243427,42809,25522
0050058,高見沢,2012/06,1,12,243427,45862,25855
0050058,高見沢,2013/06,1,12,243427,48923,28005
0050058,高見沢,2014/06,1,12,243427,57252,28142
0050058,高見沢,2015/06,1,12,243427,55972,28053
0050058,高見沢,2016/06,1,12,243427,48694,27046
0050058,高見沢,2017/06,1,12,243427,53818,33100
0050058,高見沢,2018/06,1,12,243427,62347,33454
0050058,高見沢,2019/06,1,12,243427,64322,34021
0050058,高見沢,2020/06,1,12,243427,62519,33338
0050058,高見沢,2021/06,1,12,243427,63270,33382
0050070,エディア,2018/02,1,12,271704,NA,1217
0050070,エディア,2019/02,1,12,271704,2005,1778
0050070,エディア,2020/02,1,12,271704,2454,1869
0050070,エディア,2021/02,1,12,271704,2470,1689
0050070,エディア,2022/02,1,12,271704,2494,1551
0050237,ＡｍｉｄＡホールディングス,2017/06,1,12,245444,2563,1457
0050237,ＡｍｉｄＡホールディングス,2018/06,1,12,245444,2746,1618
0050237,ＡｍｉｄＡホールディングス,2019/06,1,12,245444,2718,1840
0050237,ＡｍｉｄＡホールディングス,2020/06,1,12,245444,2894,2096
0050237,ＡｍｉｄＡホールディングス,2021/06,1,12,245444,3191,2428
0050242,ビジョン,2013/12,1,12,265641,9203,3682
0050242,ビジョン,2014/12,1,12,265641,10185,3916
0050242,ビジョン,2015/12,1,12,265641,12485,8528
0050242,ビジョン,2016/12,1,12,265641,14843,9935
0050242,ビジョン,2017/12,1,12,265641,17554,11483
0050242,ビジョン,2018/12,1,12,265641,21503,13552
