日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,業種,資産合計,売上高,販管費,広告宣伝費,拡販費,研究開発費,設備投資額
0000189,福田組,2020/12,10,1,12,241402,137562,185764,10165,,,183,2416
0000189,福田組,2021/12,10,1,12,241402,130755,179846,9852,,,164,1217
0000191,ニップン,2006/03,10,1,12,101003,203958,227421,47414,2491,,2511,9692
0000191,ニップン,2007/03,10,1,12,101003,212153,239575,48674,2156,,2520,7448
0000191,ニップン,2008/03,10,1,12,101003,193113,250719,50338,,,2442,6589
0000191,ニップン,2009/03,10,1,12,101003,182863,276797,52526,,,2562,6182
0000191,ニップン,2010/03,10,1,12,101003,179181,261586,53826,,,2720,4691
0000191,ニップン,2011/03,10,1,12,101003,194365,252139,56466,,,2756,7130
0000191,ニップン,2012/03,10,1,12,101003,202904,269094,58467,,,2574,11753
0000191,ニップン,2013/03,10,1,12,101003,214528,271069,60497,,,2620,12213
0000191,ニップン,2014/03,10,1,12,101003,226803,287109,64478,,,2660,13374
0000191,ニップン,2015/03,10,1,12,101003,248890,298511,67741,,,2688,6206
0000191,ニップン,2016/03,10,1,12,101003,247919,311628,70253,,,2805,7413
0000191,ニップン,2017/03,10,1,12,101003,252074,312932,75019,,,2971,12023
0000191,ニップン,2018/03,10,1,12,101003,272166,323495,78611,,,3187,10119
0000191,ニップン,2019/03,10,1,12,101003,293392,335399,81159,,,3346,15911
0000191,ニップン,2020/03,10,1,12,101003,290428,344839,86473,,,3381,13067
0000191,ニップン,2021/03,10,1,12,101003,307813,288324,59293,,,3330,16197
0000191,ニップン,2022/03,10,1,12,101003,325869,321317,63644,,,3352,11246
0000192,日清製粉グループ本社,2006/03,10,1,12,101003,399899,421359,113279,,,5043,12362
0000192,日清製粉グループ本社,2007/03,10,1,12,101003,408437,418190,113407,,,5071,14096
0000192,日清製粉グループ本社,2008/03,10,1,12,101003,381795,431858,114168,,38101,5136,18327
0000192,日清製粉グループ本社,2009/03,10,1,12,101003,370879,466671,109924,,31828,5448,13313
0000192,日清製粉グループ本社,2010/03,10,1,12,101003,396317,443728,110476,,32408,5812,13936
0000192,日清製粉グループ本社,2011/03,10,1,12,101003,389418,424156,113120,,34640,5866,12425
0000192,日清製粉グループ本社,2012/03,10,1,12,101003,431956,441963,112200,,34518,5980,14755
0000192,日清製粉グループ本社,2013/03,10,1,12,101003,461851,455566,117684,,38240,6008,17407
0000192,日清製粉グループ本社,2014/03,10,1,12,101003,471039,495930,125036,,42337,5769,18636
0000192,日清製粉グループ本社,2015/03,10,1,12,101003,549307,526144,127937,,41632,5467,19009
0000192,日清製粉グループ本社,2016/03,10,1,12,101003,550305,556701,130713,,40359,5580,15534
0000192,日清製粉グループ本社,2017/03,10,1,12,101003,557568,532040,132500,,40576,5648,13549
0000192,日清製粉グループ本社,2018/03,10,1,12,101003,591512,540094,134152,,40669,5913,19704
0000192,日清製粉グループ本社,2019/03,10,1,12,101003,594754,565343,136842,,40707,6168,18233
0000192,日清製粉グループ本社,2020/03,10,1,12,101003,666215,712180,170971,,41209,6538,21919
0000192,日清製粉グループ本社,2021/03,10,1,12,101003,687415,679495,161887,,36417,6593,17359
0000192,日清製粉グループ本社,2022/03,10,1,12,101003,723073,679736,118645,,,7018,18683
0000194,昭和産業,2006/03,10,1,12,101003,141892,175372,28484,995,1146,1630,8513
0000194,昭和産業,2007/03,10,1,12,101003,147066,177668,28739,975,1017,1517,5730
0000194,昭和産業,2008/03,10,1,12,101003,150605,201189,27603,936,786,1551,5001
0000194,昭和産業,2009/03,10,1,12,101003,143637,240381,28234,971,1047,1626,4542
0000194,昭和産業,2010/03,10,1,12,101003,142331,209381,28740,975,1302,1687,6200
0000194,昭和産業,2011/03,10,1,12,101003,140645,213709,30987,970,1075,1797,6813
0000194,昭和産業,2012/03,10,1,12,101003,146697,225976,30937,942,983,1743,6278
0000194,昭和産業,2013/03,10,1,12,101003,152926,228150,31905,951,1020,1877,7466
0000194,昭和産業,2014/03,10,1,12,101003,154544,246418,32637,991,1441,1943,8716
0000194,昭和産業,2015/03,10,1,12,101003,160778,245111,33236,1027,1229,2011,7430
0000194,昭和産業,2016/03,10,1,12,101003,157941,247823,34440,1041,1479,1970,8570
0000194,昭和産業,2017/03,10,1,12,101003,164959,233206,35185,1026,1336,2222,12595
0000194,昭和産業,2018/03,10,1,12,101003,170544,233166,34873,897,1238,2119,7654
0000194,昭和産業,2019/03,10,1,12,101003,174711,255905,37488,969,859,2222,7847
0000194,昭和産業,2020/03,10,1,12,101003,173451,254017,38106,977,629,2212,9697
0000194,昭和産業,2021/03,10,1,12,101003,213309,255997,39044,1054,355,2489,12434
0000194,昭和産業,2022/03,10,1,12,101003,231306,287635,40639,817,753,2643,9877
0000201,中部飼料,2006/03,10,1,12,101001,58416,94027,8243,134,,624,2158
0000201,中部飼料,2007/03,10,1,12,101001,64324,103706,8507,134,,652,2075
0000201,中部飼料,2008/03,10,1,12,101001,64014,126190,9575,,,682,1018
0000201,中部飼料,2009/03,10,1,12,101001,59890,149095,10438,,,666,1386
0000201,中部飼料,2010/03,10,1,12,101001,58369,124297,11289,,,704,2153
0000201,中部飼料,2011/03,10,1,12,101001,60409,121804,10132,,,683,2500
0000201,中部飼料,2012/03,10,1,12,101001,60676,135328,10866,,,653,2305
0000201,中部飼料,2013/03,10,1,12,101001,66062,136473,11340,,,666,3664
0000201,中部飼料,2014/03,10,1,12,101001,65382,152879,12172,,,682,1272
0000201,中部飼料,2015/03,10,1,12,101001,65408,154984,12274,,,625,1829
0000201,中部飼料,2016/03,10,1,12,101001,75439,170172,12591,,,748,5495
0000201,中部飼料,2017/03,10,1,12,101001,74218,171054,12465,,,699,1657
0000201,中部飼料,2018/03,10,1,12,101001,79355,178235,12905,,,697,2014
0000201,中部飼料,2019/03,10,1,12,101001,81216,186982,11615,,,688,4131
0000201,中部飼料,2020/03,10,1,12,101001,82008,183428,10362,,,728,7377
0000201,中部飼料,2021/03,10,1,12,101001,87932,181356,8192,,,730,2630
0000201,中部飼料,2022/03,10,1,12,101001,88014,193392,9560,,,716,2952
0000212,日本甜菜製糖,2006/03,10,1,12,101002,101816,52908,14074,63,,563,3383
0000212,日本甜菜製糖,2007/03,10,1,12,101002,94610,55559,14062,34,,631,1848
0000212,日本甜菜製糖,2008/03,10,1,12,101002,83556,54744,13083,,2870,539,1677
0000212,日本甜菜製糖,2009/03,10,1,12,101002,77315,57495,14423,,2891,655,1827
0000212,日本甜菜製糖,2010/03,10,1,12,101002,81959,58424,14857,,2939,555,3616
0000212,日本甜菜製糖,2011/03,10,1,12,101002,77194,58553,13794,,2807,653,1729
0000212,日本甜菜製糖,2012/03,10,1,12,101002,77366,57365,12920,,2658,548,1785
0000212,日本甜菜製糖,2013/03,10,1,12,101002,78446,58189,12994,,2607,523,1411
0000212,日本甜菜製糖,2014/03,10,1,12,101002,81764,57546,13307,,2590,588,3502
0000212,日本甜菜製糖,2015/03,10,1,12,101002,94322,57667,13393,,2513,562,4039
0000212,日本甜菜製糖,2016/03,10,1,12,101002,96191,57823,13622,,2513,552,1974
0000212,日本甜菜製糖,2017/03,10,1,12,101002,98946,58133,14005,,2566,593,2275
0000212,日本甜菜製糖,2018/03,10,1,12,101002,99106,58895,13422,,2527,550,5314
0000212,日本甜菜製糖,2019/03,10,1,12,101002,98302,57997,14076,,2534,550,2597
0000212,日本甜菜製糖,2020/03,10,1,12,101002,96405,57021,14410,,2518,603,2712
0000212,日本甜菜製糖,2021/03,10,1,12,101002,97392,54792,14479,,2349,648,2666
0000212,日本甜菜製糖,2022/03,10,1,12,101002,100458,58492,13046,,,644,2340
0000213,ＤＭ三井製糖ホールディングス,2006/03,10,1,12,101002,71717,73724,10949,,,622,1647
0000213,ＤＭ三井製糖ホールディングス,2007/03,10,1,12,101002,70397,76336,11306,,,498,1284
0000213,ＤＭ三井製糖ホールディングス,2008/03,10,1,12,101002,68365,78535,10855,,242,543,1501
0000213,ＤＭ三井製糖ホールディングス,2009/03,10,1,12,101002,68592,77119,11239,,188,515,1726
0000213,ＤＭ三井製糖ホールディングス,2010/03,10,1,12,101002,69594,78519,10653,,226,532,1584
0000213,ＤＭ三井製糖ホールディングス,2011/03,10,1,12,101002,71538,80720,10839,,234,541,2447
0000213,ＤＭ三井製糖ホールディングス,2012/03,10,1,12,101002,72815,80049,10653,,,464,4249
0000213,ＤＭ三井製糖ホールディングス,2013/03,10,1,12,101002,93294,96213,15611,,,615,3995
0000213,ＤＭ三井製糖ホールディングス,2014/03,10,1,12,101002,99115,96891,15725,,,671,5661
0000213,ＤＭ三井製糖ホールディングス,2015/03,10,1,12,101002,113940,96114,17070,,,630,6028
0000213,ＤＭ三井製糖ホールディングス,2016/03,10,1,12,101002,120500,101379,18894,,,822,7763
0000213,ＤＭ三井製糖ホールディングス,2017/03,10,1,12,101002,121549,103177,19101,,,1022,3445
0000213,ＤＭ三井製糖ホールディングス,2018/03,10,1,12,101002,131852,105291,19362,,,1016,6091
0000213,ＤＭ三井製糖ホールディングス,2019/03,10,1,12,101002,139867,105274,20242,,,1092,6575
0000213,ＤＭ三井製糖ホールディングス,2020/03,10,1,12,101002,141705,113854,21162,,,1093,6166
0000213,ＤＭ三井製糖ホールディングス,2021/03,10,1,12,101002,146710,108887,20699,,,923,5580
0000213,ＤＭ三井製糖ホールディングス,2022/03,10,1,12,101002,189497,147880,23373,,,1001,9172
0000219,森永製菓,2006/03,10,1,12,101006,131404,170920,75066,8051,,2051,4942
0000219,森永製菓,2007/03,10,1,12,101006,135905,167235,74036,7064,,2128,6666
0000219,森永製菓,2008/03,10,1,12,101006,135909,170786,75224,6168,35796,2358,13233
0000219,森永製菓,2009/03,10,1,12,101006,128604,167141,73394,6453,32493,2334,4184
0000219,森永製菓,2010/03,10,1,12,101006,128547,160878,70044,6127,29839,2375,3358
0000219,森永製菓,2011/03,10,1,12,101006,127045,157336,69125,6455,30410,2240,4972
0000219,森永製菓,2012/03,10,1,12,101006,128845,147190,68248,6699,31618,2399,7585
0000219,森永製菓,2013/03,10,1,12,101006,141154,152885,71803,7274,33870,2329,13010
0000219,森永製菓,2014/03,10,1,12,101006,144441,164603,73950,6321,36141,1984,14517
0000219,森永製菓,2015/03,10,1,12,101006,152855,177929,75200,6651,36593,2005,2393
0000219,森永製菓,2016/03,10,1,12,101006,164978,181868,76142,6471,36301,2152,7406
0000219,森永製菓,2017/03,10,1,12,101006,185032,199479,82742,7980,39144,2210,3750
0000219,森永製菓,2018/03,10,1,12,101006,177920,205022,84835,8135,37500,2205,7310
0000219,森永製菓,2019/03,10,1,12,101006,175837,205368,86297,8712,37487,2194,7983
0000219,森永製菓,2020/03,10,1,12,101006,188060,208878,88900,8930,38531,2240,10661
0000219,森永製菓,2021/03,10,1,12,101006,202910,168240,53398,8037,4221,2217,20404
0000219,森永製菓,2022/03,10,1,12,101006,214300,181251,58140,9390,4845,2686,20411
0000221,中村屋,2006/03,10,1,12,101006,44254,43325,16523,1172,,234,1078
0000221,中村屋,2007/03,10,1,12,101006,43128,43283,16402,1220,,226,678
0000221,中村屋,2008/03,10,1,12,101006,40428,43208,16460,,,238,1587
0000221,中村屋,2009/03,10,1,12,101006,38892,41705,16369,,,240,1346
0000221,中村屋,2010/03,10,1,12,101006,39516,40886,16273,,,231,455
0000221,中村屋,2011/03,10,1,12,101006,38950,41022,17029,,,262,599
0000221,中村屋,2012/03,10,1,12,101006,39352,41024,16545,,,289,518
0000221,中村屋,2013/03,10,1,12,101006,35921,40375,16041,,,288,1120
0000221,中村屋,2014/03,10,1,12,101006,36891,41574,15995,,,298,670
0000221,中村屋,2015/03,10,1,12,101006,39767,41591,15820,1577,,336,4082
0000221,中村屋,2016/03,10,1,12,101006,40177,41368,15880,1693,,362,892
0000221,中村屋,2017/03,10,1,12,101006,43157,41900,15879,1700,,365,1951
0000221,中村屋,2018/03,10,1,12,101006,43643,41357,15762,1895,,421,4800
0000221,中村屋,2019/03,10,0,12,101006,46274,38743,14914,1750,,459,11735
0000221,中村屋,2020/03,10,0,12,101006,43555,36120,14520,1689,,479,783
0000221,中村屋,2021/03,10,0,12,101006,42356,30819,12011,493,,495,431
0000221,中村屋,2022/03,10,0,12,101006,42142,33058,12153,462,,543,768
0000223,江崎グリコ,2006/03,10,1,12,101006,212730,260991,102236,12508,28056,4697,6800
0000223,江崎グリコ,2007/03,10,1,12,101006,211671,269776,105169,12959,30408,4677,7700
0000223,江崎グリコ,2008/03,10,1,12,101006,202677,278686,109221,13303,32185,4702,10200
0000223,江崎グリコ,2009/03,10,1,12,101006,193051,289015,112363,13637,33433,4736,11100
0000223,江崎グリコ,2010/03,10,1,12,101006,200988,284536,111985,12510,34144,4714,12000
0000223,江崎グリコ,2011/03,10,1,12,101006,194055,284048,113904,11944,35329,4625,11700
0000223,江崎グリコ,2012/03,10,1,12,101006,207292,289980,118577,11142,38905,4464,12200
0000223,江崎グリコ,2013/03,10,1,12,101006,219363,293002,120310,10578,40883,4413,14400
0000223,江崎グリコ,2014/03,10,1,12,101006,243244,315399,124957,10547,45132,4354,15000
0000223,江崎グリコ,2015/03,10,1,12,101006,275302,319393,127363,10945,48164,4471,10200
0000223,江崎グリコ,2016/03,10,1,12,101006,274974,338437,137422,12168,52079,5094,16600
0000223,江崎グリコ,2017/03,10,1,12,101006,324118,353217,140877,11710,54255,5490,17700
0000223,江崎グリコ,2018/03,10,1,12,101006,341024,353432,145860,13621,55484,6148,18200
0000223,江崎グリコ,2019/03,10,1,12,101006,348452,350270,149357,14408,55691,5520,16800
0000223,江崎グリコ,2019/12,10,1,9,101006,343812,288187,122454,11717,45753,4071,16200
0000223,江崎グリコ,2020/12,10,1,12,101006,340081,344048,143884,12131,52841,5472,10900
0000223,江崎グリコ,2021/12,10,1,12,101006,356745,338571,138726,10021,47852,5077,16500
0000224,名糖産業,2006/03,10,1,12,101006,63545,22705,7200,90,3370,612,899
0000224,名糖産業,2007/03,10,1,12,101006,60844,23001,7378,81,3473,621,2962
0000224,名糖産業,2008/03,10,1,12,101006,49733,23404,7441,84,3549,615,804
0000224,名糖産業,2009/03,10,1,12,101006,42336,23683,7642,72,3705,658,1933
0000224,名糖産業,2010/03,10,1,12,101006,46619,22605,7399,59,3458,676,5036
0000224,名糖産業,2011/03,10,1,12,101006,44230,22088,6763,68,2900,702,3460
0000224,名糖産業,2012/03,10,1,12,101006,43627,21069,6258,65,2391,704,483
0000224,名糖産業,2013/03,10,1,12,101006,45850,19216,5998,60,2276,668,692
0000224,名糖産業,2014/03,10,1,12,101006,46687,19302,6077,58,2338,721,740
0000224,名糖産業,2015/03,10,1,12,101006,51972,20080,6261,62,2478,696,806
0000224,名糖産業,2016/03,10,1,12,101006,51807,21390,6637,119,2705,708,880
0000224,名糖産業,2017/03,10,1,12,101006,60570,22137,7143,80,3045,780,3190
0000224,名糖産業,2018/03,10,1,12,101006,67577,23565,7612,96,3377,735,7555
0000224,名糖産業,2019/03,10,1,12,101006,72107,23681,7777,85,3439,786,7479
0000224,名糖産業,2020/03,10,1,12,101006,66949,22995,7725,105,3427,722,2383
0000224,名糖産業,2021/03,10,1,12,101006,74152,24180,7991,171,3675,696,1598
0000224,名糖産業,2022/03,10,1,12,101006,70867,21136,4698,224,34,749,1218
0000225,井村屋グループ,2006/03,10,1,12,101006,23734,33557,10861,404,683,290,2989
0000225,井村屋グループ,2007/03,10,1,12,101006,23611,32279,10550,461,853,353,2623
0000225,井村屋グループ,2008/03,10,1,12,101006,22003,32397,10104,437,524,364,1013
0000225,井村屋グループ,2009/03,10,1,12,101006,22488,31688,9984,457,458,367,1124
0000225,井村屋グループ,2010/03,10,1,12,101006,22143,31696,9960,349,461,358,751
0000225,井村屋グループ,2011/03,10,1,12,101006,23029,31823,10120,401,432,359,1959
0000225,井村屋グループ,2012/03,10,1,12,101006,24177,32611,10042,421,400,397,1350
0000225,井村屋グループ,2013/03,10,1,12,101006,24798,33707,10042,407,362,381,1843
0000225,井村屋グループ,2014/03,10,1,12,101006,24523,36270,10439,423,478,375,907
0000225,井村屋グループ,2015/03,10,1,12,101006,24985,36346,10764,424,706,423,1507
0000225,井村屋グループ,2016/03,10,1,12,101006,23329,38644,11494,424,883,456,1328
0000225,井村屋グループ,2017/03,10,1,12,101006,26175,41997,12443,448,1070,555,3104
0000225,井村屋グループ,2018/03,10,1,12,101006,33272,45061,13012,438,803,566,3435
0000225,井村屋グループ,2019/03,10,1,12,101006,34676,45108,12673,436,775,530,3173
0000225,井村屋グループ,2020/03,10,1,12,101006,29407,42309,12384,468,851,476,1988
0000225,井村屋グループ,2021/03,10,1,12,101006,29469,42152,12223,423,797,457,1678
0000225,井村屋グループ,2022/03,10,1,12,101006,29422,42151,13102,441,965,451,881
0000226,不二家,2006/03,10,1,12,101006,49111,84843,41014,2871,,224,3040
0000226,不二家,2007/03,10,1,12,101006,37292,63912,36010,2210,,169,3149
0000226,不二家,2008/03,10,1,12,101006,46380,58784,33455,2054,8073,125,2962
0000226,不二家,2009/03,10,1,12,101006,46309,73778,35657,1893,11633,114,3371
0000226,不二家,2010/03,10,1,12,101006,47464,79556,35442,1744,12764,79,2861
0000226,不二家,2010/12,10,1,9,101006,50614,62079,28389,1343,10933,140,2720
0000226,不二家,2011/12,10,1,12,101006,53034,87639,39343,1660,15615,248,2971
0000226,不二家,2012/12,10,1,12,101006,55502,89910,40637,1765,16519,327,3328
0000226,不二家,2013/12,10,1,12,101006,56628,93760,43506,2104,16700,347,3621
0000226,不二家,2014/12,10,1,12,101006,62242,104105,46463,2077,16770,351,4175
0000226,不二家,2015/12,10,1,12,101006,60520,104021,47144,2081,16561,345,3960
0000226,不二家,2016/12,10,1,12,101006,60969,104400,47147,2060,16876,354,4155
0000226,不二家,2017/12,10,1,12,101006,76349,105915,48285,1997,17177,412,5412
0000226,不二家,2018/12,10,1,12,101006,71594,105241,47339,1934,17356,409,7763
0000226,不二家,2019/12,10,1,12,101006,71645,103347,46851,1798,17183,412,4753
0000226,不二家,2020/12,10,1,12,101006,71367,99085,44224,1713,16404,414,3325
0000226,不二家,2021/12,10,1,12,101006,75720,104751,45961,2356,16674,423,6509
0000227,山崎製パン,2006/12,10,1,12,101006,536766,749169,249413,25285,,5061,28747
0000227,山崎製パン,2007/12,10,1,12,101006,544849,773245,256851,27723,,5282,29524
0000227,山崎製パン,2008/12,10,1,12,101006,614399,811738,265006,27338,,5503,30030
0000227,山崎製パン,2009/12,10,1,12,101006,609781,885683,303179,41765,,5777,53748
0000227,山崎製パン,2010/12,10,1,12,101006,638348,928242,316720,50416,,6074,38551
0000227,山崎製パン,2011/12,10,1,12,101006,633858,932794,312483,45318,,6294,39030
0000227,山崎製パン,2012/12,10,1,12,101006,655708,951502,321112,47765,,6682,39936
0000227,山崎製パン,2013/12,10,1,12,101006,656629,968280,330077,48410,,6949,38663
0000227,山崎製パン,2014/12,10,1,12,101006,702049,995011,335263,47802,,7130,38062
0000227,山崎製パン,2015/12,10,1,12,101006,700997,1027199,341559,12989,35418,7444,36390
0000227,山崎製パン,2016/12,10,1,12,101006,703886,1041943,345004,13217,35236,7516,45253
0000227,山崎製パン,2017/12,10,1,12,101006,747322,1053164,350419,13335,35691,7930,48845
0000227,山崎製パン,2018/12,10,1,12,101006,728878,1059442,353221,12917,36149,7990,46576
0000227,山崎製パン,2019/12,10,1,12,101006,728149,1061152,349970,12904,35267,8189,41012
0000227,山崎製パン,2020/12,10,1,12,101006,714443,1014741,336180,11373,33738,7979,38056
0000227,山崎製パン,2021/12,10,1,12,101006,757352,1052972,349496,11165,34916,8259,43625
0000235,森永乳業,2006/03,10,1,12,101009,339457,552172,154034,,60396,4997,28575
0000235,森永乳業,2007/03,10,1,12,101009,342973,578257,160358,,64476,4893,29058
0000235,森永乳業,2008/03,10,1,12,101009,353474,586848,162676,,66040,4841,28851
0000235,森永乳業,2009/03,10,1,12,101009,348111,583910,158738,,63035,4704,21960
0000235,森永乳業,2010/03,10,1,12,101009,357880,585116,162668,,66636,4650,16218
0000235,森永乳業,2011/03,10,1,12,101009,348394,583019,165633,,69118,4872,15565
0000235,森永乳業,2012/03,10,1,12,101009,366190,578299,165334,,68304,4839,18700
0000235,森永乳業,2013/03,10,1,12,101009,368498,591197,168477,,70540,4915,16141
0000235,森永乳業,2014/03,10,1,12,101009,360578,599273,165446,,66807,4991,16743
0000235,森永乳業,2015/03,10,1,12,101009,383357,594834,165746,,65928,4958,25679
0000235,森永乳業,2016/03,10,1,12,101009,378852,601499,167728,,66778,4965,25429
0000235,森永乳業,2017/03,10,1,12,101009,385366,592617,172231,,64880,5362,20956
0000235,森永乳業,2018/03,10,1,12,101009,414823,592087,168263,,64930,4747,24393
0000235,森永乳業,2019/03,10,1,12,101009,432256,583582,162913,,60906,4648,39373
0000235,森永乳業,2020/03,10,1,12,101009,436061,590892,163995,,60193,4779,33729
0000235,森永乳業,2021/03,10,1,12,101009,453646,583550,161204,,57757,4779,23615
0000235,森永乳業,2022/03,10,1,12,101009,458788,503354,92484,,9581,5091,17988
0000236,六甲バター,2006/12,10,1,12,101009,21129,35605,13210,107,7025,173,264
0000236,六甲バター,2007/12,10,1,12,101009,21031,33683,11254,91,6112,165,1325
0000236,六甲バター,2008/12,10,1,12,101009,22138,34197,10492,,5805,155,1581
0000236,六甲バター,2009/12,10,1,12,101009,24057,35875,11870,,6726,170,977
0000236,六甲バター,2010/12,10,1,12,101009,24656,36633,13003,,7536,180,1057
0000236,六甲バター,2011/12,10,1,12,101009,27074,37752,13618,,8088,169,1971
0000236,六甲バター,2012/12,10,0,12,101009,27940,38257,14175,,8624,155,1317
0000236,六甲バター,2013/12,10,0,12,101009,28256,39790,14863,,9443,164,981
0000236,六甲バター,2014/12,10,0,12,101009,29868,41522,14869,,9643,176,483
0000236,六甲バター,2015/12,10,0,12,101009,32752,45001,15984,,10548,172,1045
0000236,六甲バター,2016/12,10,0,12,101009,33523,47115,17054,,11370,178,718
0000236,六甲バター,2017/12,10,0,12,101009,46361,49374,18143,,12235,176,8831
0000236,六甲バター,2018/12,10,0,12,101009,47132,52672,19159,,13153,163,8980
0000236,六甲バター,2019/12,10,0,12,101009,57523,53947,19825,,13731,210,9931
0000236,六甲バター,2020/12,10,0,12,101009,56995,54948,20520,,14405,227,2258
0000236,六甲バター,2021/12,10,0,12,101009,54209,55073,20526,,14336,306,745
0000237,プリマハム,2006/03,10,1,12,101007,106166,281468,42212,,,440,3266
0000237,プリマハム,2007/03,10,1,12,101007,109159,280945,41476,,,476,4736
0000237,プリマハム,2008/03,10,1,12,101007,102541,280899,40456,,,502,4806
0000237,プリマハム,2009/03,10,1,12,101007,98743,276692,40325,,,559,3361
0000237,プリマハム,2010/03,10,1,12,101007,99129,252607,39406,,,573,3356
0000237,プリマハム,2011/03,10,1,12,101007,97682,251005,38475,,,542,4575
0000237,プリマハム,2012/03,10,1,12,101007,106475,271222,38859,,,525,7221
0000237,プリマハム,2013/03,10,1,12,101007,110637,275647,38331,,,538,6586
0000237,プリマハム,2014/03,10,1,12,101007,119261,303600,38618,,,453,10585
0000237,プリマハム,2015/03,10,1,12,101007,141661,341183,40698,,,469,13928
0000237,プリマハム,2016/03,10,1,12,101007,153511,361223,42104,,,473,14101
0000237,プリマハム,2017/03,10,1,12,101007,170919,363336,44287,,,399,16345
0000237,プリマハム,2018/03,10,1,12,101007,189751,394534,47978,,,381,22448
0000237,プリマハム,2019/03,10,1,12,101007,203862,413023,49588,,,396,19509
0000237,プリマハム,2020/03,10,1,12,101007,198530,418060,51132,,,376,13251
0000237,プリマハム,2021/03,10,1,12,101007,214542,433572,51929,,,381,10996
0000237,プリマハム,2022/03,10,1,12,101007,221721,419591,38653,,,335,17293
0000238,日本ハム,2006/03,10,2,12,101007,591426,963664,170299,14598,,2300,21000
0000238,日本ハム,2007/03,10,2,12,101007,612933,977296,171065,14003,,2459,19400
0000238,日本ハム,2008/03,10,2,12,101007,608809,1029694,171413,11866,14360,2283,18627
0000238,日本ハム,2009/03,10,2,12,101007,583684,1028449,173468,13711,16517,2822,22148
0000238,日本ハム,2010/03,10,2,12,101007,604201,953616,173769,13110,15813,3011,19754
0000238,日本ハム,2011/03,10,2,12,101007,590688,989308,170255,12471,,3081,17189
0000238,日本ハム,2012/03,10,2,12,101007,589125,1017784,169049,10868,,2992,19487
0000238,日本ハム,2013/03,10,2,12,101007,610293,1022839,167760,10482,,2992,33285
0000238,日本ハム,2014/03,10,2,12,101007,627220,1122097,168093,11221,,3424,29152
0000238,日本ハム,2015/03,10,2,12,101007,661567,1212802,171335,11187,,3354,35694
0000238,日本ハム,2016/03,10,2,12,101007,682855,1229324,174471,11104,,2689,36799
0000238,日本ハム,2017/03,10,2,12,101007,720276,1202293,179496,10233,,2643,43765
0000238,日本ハム,2018/03,10,3,12,101007,734528,1258463,165155,8442,,2898,41201
0000238,日本ハム,2019/03,10,3,12,101007,741388,1234180,168338,7964,,3159,47820
0000238,日本ハム,2020/03,10,3,12,101007,768861,1229826,166030,6748,,3195,47802
0000238,日本ハム,2021/03,10,3,12,101007,825405,1106351,149829,4472,,3268,82900
0000238,日本ハム,2022/03,10,3,12,101007,909213,1174389,157950,4544,,3206,80395
0000243,丸大食品,2006/03,10,1,12,101007,118848,207882,46598,1221,,451,5585
0000243,丸大食品,2007/03,10,1,12,101007,116953,197385,44133,1091,,512,5493
0000243,丸大食品,2008/03,10,1,12,101007,110212,201338,45028,904,,649,7382
0000243,丸大食品,2009/03,10,1,12,101007,110742,202269,45824,819,,639,5817
0000243,丸大食品,2010/03,10,1,12,101007,115294,196667,45874,829,,678,6428
0000243,丸大食品,2011/03,10,1,12,101007,117104,198752,46345,750,,619,4535
0000243,丸大食品,2012/03,10,1,12,101007,124357,204127,46566,703,,676,6351
0000243,丸大食品,2013/03,10,1,12,101007,122848,207009,47153,841,,708,5695
0000243,丸大食品,2014/03,10,1,12,101007,120693,213678,46829,,,688,4967
0000243,丸大食品,2015/03,10,1,12,101007,123908,222316,47329,,,676,4336
0000243,丸大食品,2016/03,10,1,12,101007,124522,229543,48300,,,742,5716
0000243,丸大食品,2017/03,10,1,12,101007,129339,232436,49256,,,848,9880
0000243,丸大食品,2018/03,10,1,12,101007,131146,239586,50272,,,963,10850
0000243,丸大食品,2019/03,10,1,12,101007,132626,243030,51804,,,852,9589
0000243,丸大食品,2020/03,10,1,12,101007,131854,245820,52862,,,732,9167
0000243,丸大食品,2021/03,10,1,12,101007,131342,223000,34845,,,673,6133
0000243,丸大食品,2022/03,10,1,12,101007,128903,218610,32823,,,673,7374
0000244,サッポロホールディングス,2006/12,10,1,12,101005,589597,435090,126355,18832,,2139,26600
0000244,サッポロホールディングス,2007/12,10,1,12,101005,561858,449011,131570,17371,,2441,15600
0000244,サッポロホールディングス,2008/12,10,1,12,101005,527286,414558,111726,18236,,2345,26300
0000244,サッポロホールディングス,2009/12,10,1,12,101005,506874,387534,106947,16717,,2200,21400
0000244,サッポロホールディングス,2010/12,10,1,12,101005,494798,389244,112629,17196,,2022,19800
0000244,サッポロホールディングス,2011/12,10,1,12,101005,550784,449452,143890,17532,,2621,17300
0000244,サッポロホールディングス,2012/12,10,1,12,101005,597636,492490,164958,20221,,2998,57000
0000244,サッポロホールディングス,2013/12,10,1,12,101005,616752,509834,164884,21211,,2683,19400
0000244,サッポロホールディングス,2014/12,10,1,12,101005,625439,518740,167623,22691,,2698,22800
0000244,サッポロホールディングス,2015/12,10,1,12,101005,620388,533748,166990,21982,,2724,20500
0000244,サッポロホールディングス,2016/12,10,1,12,101005,626351,541847,169159,20420,,2766,26600
0000244,サッポロホールディングス,2017/12,10,3,12,101005,664731,536585,145991,,,2791,15300
